Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
121;4,88283298018459E+24;8,49999945461225E+23;82,48404;15,15503;13;409,2723;False
122;6,81566287868584E+25;4,98660172290648E+24;142,3975;19,4375;14;410,1505;False
123;7,12883359870166E+24;1,37966399924473E+24;80,67298;13,62524;14;410,3555;False
124;5,43187622147911E+25;3,67900587778311E+24;126,777;16,53735;14;410,3555;False
125;2,31303562531233E+25;4,77519231032659E+24;96,71641;12,93213;14;413,6211;False
126;3,52686412833315E+25;3,42190640679662E+24;113,4695;15,50537;14;413,6211;False
127;7,23828043713399E+24;1,51871467129163E+24;79,16364;13,08765;14;412,6832;False
128;2,58329264696013E+25;2,56296581316092E+24;98,28603;12,76074;14;411,4441;False
129;8,31588446214863E+24;1,13602140033476E+24;83,52978;13,84229;14;410,4652;False
130;5,76109284182744E+24;9,27014374842283E+23;79,53612;14,5437;14;414,7859;False
131;7,60534758577072E+24;8,40110651022135E+23;79,62994;12,8916;14;409,6398;False
132;2,54816318636083E+24;5,93683977883808E+23;66,42547;13,50562;14;413,6008;False
133;4,78661159256198E+24;6,86637109335812E+23;83,07558;17,24561;14;415,1421;False
134;1,77714249140721E+25;1,77852500359509E+24;97,76108;14,62646;14;413,559;False
135;5,3614637311361E+24;7,83363214421759E+23;67,86194;10,48999;14;411,0567;False
136;6,69578359943478E+24;1,28882150146921E+24;90,96548;18,31519;14;413,3964;False
137;7,17105531358262E+24;7,76957693904879E+23;92,87054;18,61499;14;412,7327;False
138;3,0191125977879E+24;6,0436077991055E+23;80,89888;19,48584;14;412,8354;False
139;5,79608746825677E+24;1,30381232880767E+24;80,341;14,71973;14;412,1429;False
140;1,68985909892603E+24;2,90834363546381E+23;70,04315;17,92993;14;412,5927;False
141;5,37295317039026E+24;1,47706737596125E+24;85,60229;17,41406;14;411,738;False
142;4,7500040289477E+24;7,72645497795375E+23;66,71655;10,6123;14;411,6303;False
143;9,8070143372104E+24;1,13694847292884E+24;96,33645;17,76099;14;411,738;False
144;7,51534246267058E+24;9,28782020040069E+23;95,78168;19,60547;14;413,6457;False
145;2,72038198903299E+24;5,79827697535793E+23;66,81095;13,41748;14;415,9872;False
146;1,7847089999498E+25;2,14065499082594E+24;98,55451;14,89038;14;414,3256;False
147;1,18747306330196E+25;1,65066072292618E+24;79,44745;10,96729;14;414,6638;False
148;4,26401706233605E+24;5,60341975168282E+23;63,82725;10,16357;14;415,442;False
149;1,91699443516637E+24;2,94875443165929E+23;49,51651;7,973633;14;414,2171;False
150;4,50413285356638E+24;6,77218873614973E+23;79,10819;15,78857;14;413,4744;False
151;3,50215990279319E+24;3,97379798445984E+23;64,49313;11,1875;14;414,3701;False
152;2,43896019082673E+24;7,77088116121544E+23;76,57962;18,88965;14;414,0221;False
153;2,49957215662767E+24;5,28757412960628E+23;65,36167;13,02002;14;410,5858;False
154;2,12700802237217E+24;5,79656590599464E+23;68,55524;15,45508;14;410,8302;False
155;1,8839738985833E+24;3,84039092255002E+23;58,60316;11,521;14;412,1935;False
156;3,20254557970499E+24;8,27999060576841E+23;80,18883;17,0752;13;413,7043;False
157;5,47445349735209E+24;4,19038373755547E+23;72,17526;12,15625;14;419,0283;False
158;5,08380160995637E+24;1,02995712725848E+24;69,58723;11,56641;14;419,2426;False
159;2,0627405171796E+25;1,47732213492702E+24;109,2236;17,87305;14;420,3438;False
160;1,22082051077766E+25;1,45292474671845E+24;91,72301;14,96729;14;419,2426;False
161;6,5958080111628E+24;1,35469481225358E+24;78,45405;13,63232;14;421,2665;False
162;6,68435526502037E+24;8,7452897463781E+23;82,95152;15,33057;14;421,6847;False
163;1,72066755384125E+25;2,05456526641904E+24;106,4542;17,98242;14;417,1998;False
164;4,23161477990982E+24;9,4349759047441E+23;62,53406;9,842285;14;418,7226;False
165;6,44504911291665E+24;1,28860546259126E+24;91,73405;19,17139;14;417,4654;False
166;8,37481028024909E+24;1,86699143150252E+24;78,13588;12,14209;14;416,1288;False
167;1,87394639262002E+25;1,76344794657686E+24;80,97425;9,682129;14;417,0482;False
168;1,1249187706422E+25;1,32344688717793E+24;93,93979;16,20654;14;417,785;False
169;9,57199186495704E+24;1,62884606057075E+24;97,325;18,54346;14;415,6331;False
170;9,58165046486189E+24;1,58966001469612E+24;96,85442;18,34033;14;415,6331;False
171;1,9724204159244E+25;1,91183318387854E+24;112,0981;18,8877;14;413,7438;False
172;3,13090188448722E+24;7,9929364412361E+23;54,31255;8,052246;14;414,0081;False
173;1,03429302989613E+25;1,42196541154969E+24;91,62049;15,54688;14;410,6866;False
174;6,95832919030686E+24;1,20966171494848E+24;76,52418;12,38037;14;413,575;False
175;1,4261708187277E+25;1,42591259508995E+24;76,81873;9,520996;14;414,4162;False
176;8,38194801728411E+24;1,53036183685686E+24;97,18621;19,37744;14;413,6362;False
177;6,88838374846537E+24;1,39400911470333E+24;65,84669;8,98584;14;413,0616;False
178;1,0569711111839E+25;1,68307052601097E+24;80,81271;11,73877;14;410,036;False
179;9,49943563236837E+24;9,93338645008137E+23;97,77766;18,53027;14;410,8093;False
180;1,62810282970873E+25;2,67034589595835E+24;82,59283;10,46484;14;410,8093;False
181;2,15728123347887E+25;2,32191991153792E+24;93,88268;12,36523;14;410,8093;False
182;8,39116908347796E+24;1,56831490066857E+24;80,28973;12,67139;14;410,6877;False
183;1,36902949253207E+25;2,53775434688112E+24;82,28271;11,08203;14;410,8093;False
184;1,47772059091813E+25;1,57079994790941E+24;84,69757;11,45215;14;410,8093;False
185;1,72741295168825E+25;1,40948537482077E+24;82,14195;10,1167;14;410,8093;False
186;3,56157190789214E+25;2,86291373373001E+24;114,7385;15,69727;14;410,8093;False
187;9,57823262906148E+24;1,63519786168495E+24;70,24754;9,046875;14;410,6086;False
188;1,84852654870215E+25;3,01510271140584E+24;82,7681;10,01904;14;410,6377;False
189;1,48328597360517E+25;2,27571782921013E+24;93,72626;12,92676;13;407,3383;False
190;3,3187897550981E+24;9,53846556365967E+23;56,23762;7,640625;13;406,7247;False
191;3,03013769790608E+24;6,85662733231067E+23;65,3735;10,9082;13;405,7983;False
192;5,00017675446272E+24;1,07226701251343E+24;62,29908;8,849121;14;406,4038;False
193;2,50235934436506E+24;6,20030066112019E+23;69,98703;13,69775;13;407,0617;False
194;3,14430488520865E+24;4,86389139202974E+23;82,07377;17,7583;13;407,0617;False
195;4,60210639364561E+24;6,33448077377627E+23;63,06623;8,637207;13;407,2993;False
