Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;2,07911216827749E+23;2,25492888063347E+22;49,33312;11,11231;12;306,6027;False
2;3,13791402513583E+23;4,58784802121362E+22;40,69954;6,574898;12;322,5043;False
3;1,09070380738036E+24;8,16411338091798E+22;91,28284;22,21908;12;306,5847;False
4;7,42777821851087E+23;9,01835026127542E+22;54,61006;10,03737;13;330,0939;False
5;8,136538298735E+24;5,34867784779146E+23;143,7517;27,03688;12;307,6185;False
6;6,47175553076455E+23;1,33423933816026E+23;75,88364;20,32808;13;308,7556;False
7;1,16423123222148E+24;1,09862970687254E+23;76,89065;15,8083;13;299,114;False
8;3,2748305875097E+24;2,11531182037849E+23;77,003;11,63336;14;301,3137;False
9;1,12552117212836E+24;1,6819889729938E+23;64,88091;12,09204;14;299,8236;False
10;1,42725254732939E+24;2,71406520216928E+23;80,73612;17,87405;14;300,9104;False
11;1,44632893065981E+24;2,5776742998291E+23;69,29639;11,52753;13;298,3972;False
12;2,52463522898594E+24;2,24589667139092E+23;97,95081;19,56122;13;296,6596;False
13;8,08054436002076E+23;1,96948818046836E+23;73,92194;18,41159;14;299,0948;False
14;6,84713452287355E+23;7,05099340739431E+22;77,11441;18,00742;12;300,5057;False
15;7,54323898374161E+23;8,68214113115468E+22;65,28112;13,34744;13;303,4612;False
16;6,87343482412145E+23;1,60553458950887E+23;49,93917;8,521027;14;306,633;False
17;2,2204746481747E+24;1,96602669764441E+23;80,46018;13,72781;13;302,9659;False
18;1,79013257329177E+24;3,35160157049816E+23;83,1694;16,14325;13;304,2321;False
19;9,38633172692343E+23;1,35327320412401E+23;65,66122;12,31744;13;301,9637;False
20;2,64175764233519E+24;3,82065669314868E+23;78,74626;11,27716;12;305,4169;False
21;1,27245107394253E+24;2,22249371899163E+23;77,74568;14,72479;12;308,2465;False
22;1,69022731323157E+24;2,67187252605151E+23;79,40358;13,59314;12;304,538;False
23;1,80434550137018E+24;3,08498119315985E+23;78,99472;13,20068;12;306,4621;False
24;1,14021299497675E+24;1,71000170328797E+23;78,42171;15,30585;12;302,1319;False
25;5,54290756316977E+23;1,03734210026468E+23;73,51464;18,29266;12;309,2097;False
26;2,09071434163752E+24;2,57486043559732E+23;93,32637;17,48273;12;300,2214;False
27;2,07746122071169E+24;2,28787777665967E+23;93,18845;17,18188;12;296,0382;False
28;3,76483289149153E+24;3,39948475197294E+23;80,50654;11,47656;13;309,0831;False
29;1,04446682718683E+24;1,61081477133238E+23;49,23406;6,483093;13;307,4066;False
30;1,07297533340402E+24;2,10319184950851E+23;66,86413;12,22595;13;303,4248;False
31;9,40871858023913E+24;1,10921364094086E+24;94,31339;11,37537;13;308,8593;False
32;5,28570410614688E+23;1,19645004723478E+23;63,67065;14,74506;13;306,1204;False
33;1,7673295153129E+24;2,88681087883107E+23;66,3336;9,931946;13;304,2977;False
34;1,21542988216768E+24;1,64022757036266E+23;75,916;15,45361;13;304,8073;False
35;2,05460556068917E+24;1,56348217370363E+23;64,74544;9,766418;14;306,3708;False
36;9,48726928407582E+23;1,28264782971937E+23;72,57154;15,46326;13;304,8932;False
37;1,18929934861133E+24;1,45410691783318E+23;67,25301;11,93542;13;304,4027;False
38;6,0072041851697E+23;1,61442442965769E+23;46,99477;8,019897;14;311,5797;False
39;1,11195524918681E+24;1,34565745321069E+23;83,44683;20,15076;13;309,5863;False
40;4,79824132795173E+23;9,11877933295742E+22;52,52604;9,152832;12;307,1754;False
41;5,41070601740418E+23;7,02296862754625E+22;45,58463;7,042603;13;306,6735;False
42;1,1802400517161E+24;1,40724227291917E+23;77,96563;15,1499;12;306,2827;False
43;6,97300544871494E+23;1,16390543040271E+23;69,71941;17,9613;14;310,1635;False
44;6,93708978211862E+23;1,25976449915572E+23;50,38582;8,018188;13;309,223;False
45;1,26260123318311E+24;2,50554077375612E+23;63,45805;11,61218;14;313,631;False
46;2,17952823741607E+25;1,69080332276541E+24;108,7573;12,40906;14;313,1293;False
47;2,00209892129599E+24;4,24061696155535E+23;66,96562;10,86389;14;312,7437;False
48;4,05977442372156E+24;5,92847835066136E+23;82,1209;11,74243;13;311,5515;False
49;2,21694944655918E+24;4,36708159656233E+23;76,60612;14,17224;14;316,3363;False
50;2,83467945646557E+24;4,55038230090456E+23;78,91201;13,82739;14;318,3259;False
51;1,79320222679778E+24;2,38218944844049E+23;83,2129;18,50818;14;316,2347;False
