Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
80;4,88349533358898E+24;8,29550375045909E+23;65,83354;10,37036;13;449,6136;False
81;3,47721212258538E+24;9,2497465870014E+23;63,28158;10,86133;13;449,6136;False
82;2,25065588496838E+25;3,03316683720753E+24;86,46761;10,37036;13;448,2884;False
83;1,57420801517792E+25;2,88052997602188E+24;111,1589;20,33594;13;447,0178;False
84;5,53689976126686E+24;1,61227869288468E+24;68,29078;10,65576;13;448,2681;False
85;1,28318572431066E+25;2,01952547202345E+24;93,15987;15,06055;13;448,3586;False
86;5,38224860002115E+24;1,07409976734697E+24;63,07928;9,037598;13;446,3513;False
87;6,22299988989388E+24;2,3302356846753E+24;76,63018;13,00269;13;446,4013;False
88;2,15054863306057E+25;3,27634816032734E+24;97,98591;13,76074;13;448,0431;False
89;8,98806248714678E+24;1,67924990735494E+24;77,77206;11,63452;13;446,0023;False
90;2,13712309272372E+25;2,19181869923559E+24;106,1234;16,29443;13;446,2238;False
91;9,9423569455577E+24;2,84419354282742E+24;82,09658;12,64844;13;448,2753;False
92;2,4548011593618E+25;2,9231448296456E+24;91,53097;11,26099;13;445,9446;False
93;1,06682132664281E+25;1,41253336325878E+24;97,03081;17,55688;13;445,646;False
94;2,54732910529832E+25;3,44099451507938E+24;96,65363;12,43604;13;444,9058;False
95;1,369799528805E+25;2,8863238981678E+24;83,90416;11,62549;13;444,9058;False
96;2,78100369702064E+25;3,50780408267021E+24;112,9179;16,70044;13;443,1924;False
97;1,65232628698127E+25;4,49895483809337E+24;95,5447;14,26416;13;443,9428;False
98;1,17813439911464E+25;2,4462877728696E+24;81,99698;11,76904;13;446,5352;False
99;1,33040754446495E+25;3,11839440935864E+24;94,08251;14,93726;13;442,3958;False
100;4,40188946869483E+24;1,19731020272032E+24;68,0966;11,39819;13;442,3958;False
101;1,42815026965896E+25;3,05443451321608E+24;84,07565;11,44312;13;443,2032;False
102;1,4077901370562E+25;3,09328935815351E+24;83,92915;11,46948;13;443,4327;False
103;4,78109313378018E+24;1,72061812653979E+24;65,13329;10,06763;13;443,9182;False
104;1,37623467547511E+25;3,19791167782367E+24;110,1396;20,83643;13;443,757;False
105;2,99385721812266E+25;3,802305625558E+24;95,03809;11,24951;13;443,326;False
106;5,33295693988964E+25;4,78770304005042E+24;124,8461;16,19458;13;443,812;False
107;4,42190735654894E+24;5,74011002123179E+23;64,30766;10,07813;13;443,326;False
108;8,7469276862446E+25;5,2048098991827E+24;142,9166;17,99927;13;445,4009;False
109;1,66697899696762E+25;4,44785733252032E+24;95,14943;14,06445;13;443,2428;False
110;2,30517823467414E+25;3,14591107123824E+24;111,5735;17,49414;13;443,2428;False
111;1,55168926764209E+25;2,50067976617794E+24;114,2078;21,55518;13;444,5311;False
112;5,30057737001706E+25;5,52624600408948E+24;128,2323;17,13965;13;442,7829;False
113;1,95632125061837E+25;1,72246057822547E+24;100,1202;14,73975;13;442,764;False
114;8,50360890613624E+24;2,72914332542303E+24;95,85611;18,44727;13;440,5687;False
115;3,93093383149164E+25;3,71857544395941E+24;123,0736;17,49829;13;440,8834;False
116;2,93980249337917E+25;3,08685780957363E+24;109,4171;15,19385;13;440,9186;False
117;1,01602014638532E+25;2,37835338977495E+24;92,99966;16,09058;13;440,3837;False
118;1,37070630156837E+25;1,822771273864E+24;92,75177;14,26636;13;440,9687;False
119;2,66118148738406E+24;6,70973404139257E+23;59,85348;10,41089;13;439,7922;False
120;2,0833351540164E+25;2,86450408585585E+24;94,11864;12,60522;13;442,6827;False
121;1,28647120472234E+25;2,16324874555148E+24;81,03022;10,90479;13;439,7258;False
122;5,57263629268441E+24;9,07425074707583E+23;72,58578;11,92993;13;442,0065;False
123;1,79409481862665E+25;2,9422792030867E+24;128,5763;26,18604;13;441,6565;False
124;1,71636565783111E+25;2,67054380145164E+24;92,45465;12,9856;13;440,5103;False
125;1,6454639828937E+25;2,40301675901237E+24;96,47025;14,44531;13;440,2134;False
126;1,87000881980534E+25;4,26504343494292E+24;110,5617;18,51538;13;441,4887;False
127;1,71225295623988E+25;2,83017565040797E+24;107,2792;17,94971;13;441,4887;False
128;2,89506660257312E+25;4,34080968868896E+24;96,68225;11,76611;13;441,749;False
129;1,26749734493672E+25;1,99448698185588E+24;95,29474;15,60767;13;441,4382;False
130;9,75492649655376E+24;1,42120961658655E+24;96,19266;17,6189;13;440,8436;False
131;8,09356084380777E+24;2,02866406096388E+24;74,55789;10,88477;13;439,8015;False
132;5,70849771570878E+24;1,73168716061902E+24;93,57436;18,61279;12;440,0877;False
133;1,50683462592106E+25;3,07319554537112E+24;95,2681;13,25537;12;439,8079;False
134;4,14315117050742E+25;4,19570854610292E+24;128,1782;17,06982;12;440,6247;False
135;1,40587006158243E+25;4,06940506329794E+24;80,04902;9,401367;12;440,1036;False
136;7,58625462919368E+24;1,9233367708282E+24;66,93892;8,934082;13;443,1179;False
137;6,78093895822579E+24;1,69247509305482E+24;67,12513;8,523926;12;441,267;False
138;1,64371742210637E+25;3,12221511882294E+24;124,4299;22,93506;12;441,6827;False
139;1,67882976182132E+25;3,17535084034985E+24;89,54749;11,20093;12;441,5214;False
140;4,75384216228262E+25;5,10841173566196E+24;120,2733;14,18896;12;441,4178;False
141;4,00946761620524E+25;5,37726520092805E+24;111,9142;14,29541;13;444,0933;False
142;1,5334852135451E+25;4,13916072092951E+24;95,29372;14,75439;13;448,1196;False
143;1,43163082438921E+25;3,52254349982554E+24;112,0782;19,24512;12;440,9487;False
144;5,53224080546674E+24;1,54754944159774E+24;81,7859;15,69775;13;446,4306;False
145;9,74087699509862E+24;2,90027220047222E+24;93,87577;17,00586;13;447,3126;False
146;1,51181870558548E+25;2,74938927124032E+24;82,45442;9,74707;12;440,2938;False
147;1,54687605094466E+25;2,66789186362979E+24;111,2501;20,50781;13;446,9101;False
148;8,2991469242055E+24;1,69069576476885E+24;77,66221;11,99023;13;446,9853;False
149;2,76733581258353E+25;2,82841845640994E+24;131,429;23,53516;13;448,1002;False
150;2,56504789473403E+25;2,49064945181479E+24;96,75442;12,44092;13;445,2141;False
151;4,9476667139511E+25;6,21791200343365E+24;141,5249;21,87305;13;445,1669;False
152;5,70133472969281E+25;7,53257642746426E+24;119,6052;14,46436;13;445,0791;False
153;3,31493340560342E+25;8,21070265348508E+24;119,0739;17,68213;13;447,1873;False
154;3,9207134129376E+25;5,39186414729037E+24;119,1831;16,62158;13;447,2573;False
155;4,78922947377642E+25;4,80416214698663E+24;110,1406;12,99902;13;446,2181;False
156;1,39356665974602E+25;2,88469457157963E+24;80,7911;10,6626;13;445,2122;False
157;2,54172198685282E+25;4,58862490340702E+24;105,3708;14,99512;13;445,6512;False
158;2,47651007177437E+26;1,52073036346236E+25;166,1751;16,97705;13;449,0804;False
159;1,74011365027515E+25;3,23825411021703E+24;104,5176;17,19629;13;449,0804;False
160;9,06482573030576E+24;1,88742906902583E+24;78,13695;11,77441;13;448,0032;False
161;1,67502708082268E+25;5,80095526486622E+24;93,8695;13,82275;13;448,5242;False
162;1,80240000397724E+25;4,19976811124563E+24;118,676;22,38184;13;449,413;False
163;2,13343351332468E+25;4,22478541154705E+24;101,8929;14,99902;13;447,7685;False
164;2,63624402582371E+25;2,91940491365382E+24;105,5951;14,93506;13;447,7363;False
165;8,03058827122615E+24;1,63188394635701E+24;71,18117;10,08887;13;447,7363;False
166;2,15224550293105E+25;3,66543577445437E+24;111,5279;18,07471;13;445,9276;False
167;1,93398720110758E+25;4,26746162792207E+24;101,3397;15,31982;13;445,9276;False
168;4,01229780791475E+25;4,84073276466694E+24;109,7943;13,75586;13;445,0632;False
169;1,89548215928102E+25;3,43315701321674E+24;110,9702;18,75293;13;445,2917;False
170;5,06518584759008E+25;4,24355348899832E+24;108,7682;12,33545;13;444,2085;False
171;2,94209680717334E+25;5,178662568678E+24;102,2715;13,25879;13;444,1184;False
172;1,0553585198754E+25;2,74137321292751E+24;79,55093;11,43066;13;444,1184;False
173;7,50598419881768E+24;1,88671340608515E+24;67,5188;9,165039;13;444,3254;False
174;2,54151492215059E+25;5,94115559800795E+24;96,02705;12,22461;13;443,2654;False
175;1,80820208144917E+25;4,45206057766981E+24;95,71183;13,80859;13;443,2654;False
176;3,19339795461099E+25;3,37665305725226E+24;105,7019;13,77197;13;443,5583;False
177;2,38210438564172E+25;2,96822178957168E+24;102,2221;14,32568;13;443,5537;False
178;6,73971913213234E+24;1,38379462547337E+24;94,40488;19,76465;13;444,0698;False
179;1,36675766070724E+25;4,00053259659209E+24;93,68019;14,74805;13;445,0421;False
180;3,37205743797648E+25;2,57387428312084E+24;94,23588;10,57813;13;443,5721;False
181;1,14998167006225E+25;3,61786899425558E+24;77,3563;10,42822;13;444,3786;False
182;1,30687952944398E+25;4,17335608486354E+24;86,68549;12,64844;13;443,5721;False
183;2,560862559088E+25;5,54375374151045E+24;102,9571;14,18408;13;444,4167;False
184;1,97617525068061E+25;4,11298806178291E+24;98,5435;14,24023;13;444,0966;False
185;1,93038270731558E+25;3,13206713617206E+24;99,51646;14,65771;13;443,6537;False
186;1,75878821163817E+25;2,95935984876841E+24;95,93326;14,07568;13;444,6685;False
187;3,2475836512374E+25;3,60404290489377E+24;109,6934;14,82861;13;444,0383;False
188;3,90886968090507E+25;3,60472408817191E+24;112,8839;14,69824;13;444,0383;False
189;2,69319927048849E+25;2,95264678247599E+24;109,6195;14,43457;12;441,8906;False
190;9,53248009207266E+24;1,51330449783536E+24;82,08691;11,54102;12;442,2018;False
191;1,01169219434917E+25;1,6945030867533E+24;102,2231;18,12012;12;442,4457;False
192;5,16800869080984E+24;7,97415728957892E+23;81,86715;14,55566;12;442,7625;False
193;7,62640684997387E+24;1,45648434798461E+24;108,5974;23,17725;12;442,7625;False
194;1,52851312426434E+25;2,7873468962234E+24;100,4617;14,83252;12;441,3848;False
195;1,48905888216304E+25;3,35340365914948E+24;87,27542;11,12891;12;442,7625;False
196;1,71416830473548E+25;4,55024896207173E+24;87,63475;10,64941;12;442,7625;False
197;1,54365202124918E+25;2,13000859525146E+24;87,272;10,97852;12;442,7625;False
198;1,02411365534766E+25;2,66874169461407E+24;93,03194;14,69775;12;442,3032;False
199;1,2903541290577E+25;2,22522470640548E+24;89,60571;12,42188;12;442,6129;False
200;1,05222545568664E+25;1,79497612616372E+24;91,25663;13,96484;12;442,6129;False
201;9,60565140828404E+24;1,79148788701399E+24;92,19521;14,70947;12;440,6104;False
202;1,32944704555946E+25;1,60354335987602E+24;96,93794;14,57959;12;443,7305;False
203;3,72791086853687E+24;1,4078360422472E+24;71,81009;12,4707;12;443,7305;False
204;7,1035298539793E+24;1,73037650147424E+24;94,59811;17,64795;12;443,7305;False
205;5,9364032035142E+24;1,78696216483971E+24;78,44282;13,83008;13;443,5385;False
206;6,13018855585152E+24;2,00795622649284E+24;92,86289;17,99658;12;444,3449;False
207;1,2091942197409E+25;2,12753309817862E+24;93,5779;15,4668;13;446,0129;False
208;6,17281436971985E+24;1,00797396411011E+24;81,84178;15,03711;13;446,0129;False
209;8,20013402538987E+24;1,44718476931053E+24;96,21861;19,19873;13;446,9329;False
210;1,26937822107934E+25;2,12074796748224E+24;110,5096;21,83154;13;446,4225;False
211;5,64028707485527E+25;6,23716777809167E+24;139,5564;20,28076;13;447,0096;False
212;5,47657821639293E+25;3,97649676083517E+24;122,8376;15,64551;13;447,7725;False
213;1,75221586730901E+25;3,88751125971171E+24;98,97396;15,21533;13;448,2882;False
214;1,06953334389809E+25;2,82524321349321E+24;91,87699;15,63184;13;447,0096;False
215;1,20185622024053E+25;2,99633108604516E+24;90,6212;14,50098;13;447,0096;False
216;9,57227375426492E+24;1,98308654171611E+24;80,40038;12,23486;13;447,1599;False
217;1,11947767289336E+25;1,09443898030548E+24;95,51513;15,17285;12;445,8824;False
218;1,57325028328405E+25;1,65184463584252E+24;112,0072;18,75879;12;445,7079;False
219;3,57158756758696E+25;2,73058373313143E+24;109,89;13,19678;12;446,2444;False
220;8,13945691952391E+24;2,31240183818936E+24;94,77263;16,96436;12;447,5518;False
221;6,76749935224659E+24;2,19221674883488E+24;83,22094;13,75342;12;447,6974;False
222;1,65608285111973E+25;3,01122766658245E+24;87,55723;10,89941;12;447,5905;False
223;4,07089233402086E+24;1,45719908104543E+24;67,15725;10,50879;12;446,7993;False
224;6,55739900769757E+24;1,39043157895793E+24;73,12636;10,48389;12;445,7452;False
225;9,36474384821042E+24;2,49721049919942E+24;93,7935;15,74316;12;448,5861;False
226;1,16625838527999E+25;2,41264110056118E+24;95,60043;14,99658;12;446,726;False
227;2,54781171824015E+25;2,36506121245799E+24;124,6983;19,74609;12;448,0187;False
228;1,06448204890996E+25;1,75871505883204E+24;82,36275;11,2876;12;447,0897;False
229;8,03582368777857E+24;1,5223065611499E+24;97,29363;18,06836;12;447,8189;False
230;4,35461449885918E+24;1,27762452870112E+24;62,46815;8,779297;12;447,3722;False
231;9,57501828390663E+24;2,3146718691496E+24;94,3477;15,81592;12;448,7717;False
232;1,46008608004442E+25;2,76367282930467E+24;92,47073;12,85156;12;447,9315;False
233;1,37201279221739E+25;2,09853480686655E+24;79,97374;10,55176;13;447,3205;False
234;1,09551419942011E+25;2,73439901295533E+24;78,67496;10,10645;12;446,3065;False
235;5,79728593016081E+24;7,08628311327216E+23;80,88402;15,10742;13;448,1221;False
236;5,42373071575691E+24;9,57598193892771E+23;78,18071;14,3623;13;447,1362;False
237;7,87568750247469E+24;2,19447093114249E+24;84,50622;14,6958;13;447,1362;False
238;4,28817019139681E+24;1,13878717189073E+24;62,86282;9,790527;13;446,485;False
239;1,62452600603284E+25;1,63570886110409E+24;97,08053;15,08496;13;449,802;False
240;9,4516170600433E+24;1,99389689765027E+24;75,67415;10,83203;13;448,515;False
241;1,8161050124868E+25;2,07576157490302E+24;107,7547;18,10205;13;449,802;False
242;1,37897436284651E+25;3,36974774080957E+24;95,93105;15,66895;13;449,9471;False
243;2,12061832963237E+25;4,39519476010013E+24;117,861;20,64307;13;448,7336;False
244;1,22177489919917E+25;2,5141937471892E+24;97,30595;17,03906;13;452,1812;False
245;2,27183828118822E+25;4,3033184263943E+24;97,99078;13,52539;13;449,4129;False
246;1,11133712473363E+25;1,34398084548664E+24;95,79071;17,11621;13;452,7642;False
247;9,40077264522938E+24;2,02321170077659E+24;73,12434;10,19531;13;452,7642;False
248;3,02546479175576E+25;3,9795859732703E+24;114,534;16,99854;13;450,7484;False
249;1,10125136741133E+25;2,70246693367125E+24;95,73633;17,06641;13;450,7484;False
250;1,27749490376392E+25;2,3997792988268E+24;96,04409;16,21631;13;450,7484;False
251;2,59539394165678E+25;4,4218626981795E+24;98,39679;13,03418;13;451,2228;False
252;6,12348085853772E+24;1,80162370599043E+24;81,35741;15,12744;13;451,9966;False
253;1,03976410360409E+25;2,23442163531742E+24;78,65661;11,43164;13;451,4156;False
254;2,21280639430934E+25;3,37890668078246E+24;93,80457;12,48926;13;450,8293;False
255;1,51039000525697E+25;4,8127633586895E+24;85,97655;11,98145;13;450,8293;False
256;1,56662767157729E+25;2,64622776085185E+24;92,25696;13,75391;13;451,1194;False
257;2,29604594343615E+25;4,41055592349774E+24;107,8472;16,58887;13;450,4167;False
258;1,73084542959177E+25;4,4218122816951E+24;97,45067;14,90723;13;451,4964;False
259;2,13855340714234E+25;2,2396202838782E+24;107,4981;16,93018;13;450,4096;False
260;1,48738380250899E+25;1,40029099270351E+24;89,05239;12,96875;13;450,0524;False
261;2,94820383238324E+25;3,4359944845658E+24;117,6102;18,2417;13;452,1683;False
262;1,1035959485831E+25;2,66281211162443E+24;92,38148;15,7749;13;450,6361;False
263;3,15032457661458E+25;6,10265422544148E+24;105,8307;14,16748;13;451,7015;False
264;3,04111431767499E+25;2,86073277594617E+24;122,0408;19,38672;13;449,4717;False
265;2,47777888494862E+25;4,36970329448036E+24;121,7411;20,98633;13;451,4114;False
266;1,91496053751705E+25;4,56568016785912E+24;97,91425;14,48438;13;451,4114;False
267;1,41173750970367E+25;3,64096381861184E+24;99,81322;16,93311;13;450,2458;False
268;1,35033164215466E+25;2,52451910196091E+24;85,2935;12,28662;13;450,6732;False
269;6,48698375034296E+24;2,32794487767232E+24;68,58719;10,17236;13;450,2457;False
270;6,99940835997676E+24;1,33494662892487E+24;67,73573;9,620117;13;450,2457;False
271;2,80675074006152E+25;3,43063397603013E+24;123,5564;20,56299;13;449,9107;False
272;1,42228397445922E+25;1,8275277143723E+24;92,15967;14,12744;13;447,9853;False
273;3,69910045541218E+25;4,62517047051984E+24;108,2361;13,85938;13;447,9853;False
274;2,19896072937621E+25;3,20702974512833E+24;98,41512;13,78125;13;448,2774;False
275;1,32877835108679E+25;2,34032242976543E+24;85,07158;12,24121;13;449,0008;False
276;8,28323545452043E+24;2,68678837975561E+24;84,43848;14,4917;13;449,9972;False
277;2,17206745177545E+25;2,35303520945008E+24;110,4493;17,71924;13;447,7321;False
278;1,94534428497301E+25;3,60053567264076E+24;112,5931;19,28418;13;447,7935;False
279;3,23383667638507E+25;3,72362228073882E+24;141,9952;26,2041;13;448,1298;False
280;2,42744532965339E+25;2,42263701958907E+24;108,5384;16,37207;13;448,2607;False
281;1,27407118806384E+25;3,83576523864456E+24;88,80346;13,64355;13;449,0443;False
282;5,44700704801342E+24;8,5278898501252E+23;72,26097;12,13477;13;448,8343;False
283;1,15689470269602E+25;2,4695001093466E+24;95,87563;16,69922;13;448,612;False
284;1,44482554984084E+25;2,50513501854005E+24;106,8029;19,33887;13;448,2162;False
285;1,44106414343206E+25;3,32470015477379E+24;104,1688;18,32715;13;448,081;False
286;2,06744213107539E+25;3,76064308463485E+24;121,7696;22,31445;13;447,5094;False
287;2,63437075896303E+25;4,97303368744333E+24;106,9241;15,33594;13;447,5094;False
288;2,25064412516903E+25;4,72364809901202E+24;110,4172;17,45898;13;447,563;False
289;1,69748910462048E+25;3,57009698782772E+24;95,38891;14,18945;13;447,2719;False
290;7,55937945246054E+24;1,56435977784247E+24;76,34959;11,85254;13;442,8404;False
291;1,20239186757157E+25;2,30075446511313E+24;91,47963;14,77832;13;446,5268;False
292;4,8994667551923E+24;1,46409204545543E+24;66,35133;10,4502;13;446,5268;False
293;3,05041055435094E+25;3,60437326614977E+24;106,2161;14,20801;13;444,9474;False
294;4,79659301048811E+24;1,52900278896093E+24;79,39121;15,52246;13;445,3792;False
295;1,87826431423907E+25;2,52816756827823E+24;99,76421;14,95801;13;445,3792;False
296;1,74092104120483E+25;4,06105692035723E+24;81,9965;10,12305;13;445,2973;False
297;2,19853322608231E+25;2,92566906862569E+24;108,9659;17,05078;13;445,9602;False
298;1,6784234722831E+25;2,04661411671019E+24;89,03304;12,25977;13;446,2166;False
299;7,45129940247192E+24;1,39839264258082E+24;75,54882;11,7207;13;445,1437;False
300;1,05370004229103E+25;1,32847454299812E+24;79,82521;11,59766;13;446,6568;False
301;6,73081454289151E+24;1,60773284891578E+24;85,25819;15,89746;13;446,187;False
302;1,5578218877094E+25;3,79721799109132E+24;93,74846;14,07422;13;445,8091;False
303;5,91451775576085E+25;4,87489596573214E+24;124,7261;15,63867;13;446,187;False
304;1,69990597397059E+25;2,93593116375412E+24;92,9305;13,40137;13;447,0561;False
305;3,94454383926922E+25;7,02252561248435E+24;111,0908;14,29395;13;447,8382;False
306;2,98775572693598E+25;5,66705266871453E+24;122,8572;19,79102;13;449,2373;False
307;6,28465997663466E+25;5,24958430579097E+24;139,3107;19,4707;13;448,6607;False
308;1,2952830990742E+25;3,44251796191167E+24;90,98262;14,27441;13;448,7763;False
309;3,245155829133E+25;7,01169015804576E+24;94,2026;10,85449;13;448,4969;False
310;9,00948607454538E+24;3,05406496839856E+24;89,40903;15,74707;13;446,797;False
311;8,56200034511931E+24;2,48206618389164E+24;77,7565;11,96191;13;449,7113;False
312;9,64776301916131E+24;1,71443736027931E+24;78,66048;11,71387;13;449,7113;False
313;1,20049070001047E+25;1,91043780098304E+24;94,07262;15,72559;13;446,9177;False
314;8,50228074056294E+24;2,07702418132704E+24;93,14875;17,74316;13;449,4613;False
315;2,15973764803659E+25;3,73470641399211E+24;110,6965;17,89551;13;448,8376;False
316;1,40740598361087E+25;3,15602594143912E+24;98,50922;16,38086;13;447,9987;False
317;4,78711974271514E+24;1,53755387085381E+24;82,72707;17,18457;13;449,2203;False
318;1,00855624785664E+25;2,64455416525483E+24;80,65424;12,19531;13;451,0718;False
319;4,45011790461479E+25;5,69366465207454E+24;135,5621;21,08984;13;451,1794;False
320;8,13503315971074E+24;1,52181230484789E+24;79,22607;12,73926;13;450,8146;False
321;3,22822794384946E+25;4,40591383983549E+24;119,3912;17,82813;13;444,2211;False
322;1,67883760168755E+25;3,34642763419696E+24;97,2516;15,02539;13;451,7181;False
323;8,45188711805732E+24;1,92737637633435E+24;76,9988;11,83008;13;451,6761;False
