Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;2,64887309074402;0,610355006793556;918,0193;41,2138;13;358,5655;False
2;5,50713300704956;1,46812786478433;687,9111;26,95761;13;368,7083;False
3;1,63990914821625;0,49449744681953;962,9136;52,25827;12;287,8917;False
4;8,53668403625488;1,24445833920319;934,8714;38,53922;12;287,8917;False
5;7,99024677276611;2,07139939999384;928,4763;38,55713;12;290,028;False
6;8,32275485992432;2,30791225465232;795,8401;34,11536;12;268,5027;False
7;16,6341438293457;3,78242923245083;655,7017;25,04376;12;268,5027;False
8;16,1434917449951;2,60465175202116;682,0336;26,20477;12;267,9928;False
9;12,9408016204834;3,16280359567721;670,4521;26,72693;12;267,9928;False
10;57651960;2882601,12101226;1750;101,9114;12;268,2393;True
11;10,4258489608765;3,30984895321369;933,2165;38,49597;12;268,9811;False
12;9,12861442565918;3,93055272269994;935,407;39,4834;12;268,5322;False
13;13,9317417144775;3,4765601053894;929,9103;36,4967;12;269,7712;False
14;66561968;3328102,32969774;1750;107,2644;12;268,8741;True
15;9,07265567779541;3,25699533853274;801,3201;33,9187;12;267,5722;False
16;11,3982925415039;5,42141616158198;919,7092;37,38196;12;268,939;False
17;17,9118022918701;3,83268322428182;909,1913;34,4115;12;266,7737;False
18;16,0034656524658;4,82792517911115;915,6542;35,14746;12;269,2927;False
19;14,0619602203369;5,29260815781663;922,4448;36,1626;12;269,5473;False
20;16,1438846588135;3,90043712781905;932,2755;35,71655;12;269,5473;False
21;16,2386283874512;3,9789162648538;918,5211;35,15527;12;269,5473;False
22;39855544;1992783,61463363;1750;89,39014;12;273,9266;True
23;18,1298980712891;4,73181120100673;916,7551;34,198;12;273,5229;False
24;45214912;2260750,28989019;1750;93,4873;12;276,0623;True
25;12,0472173690796;3,89454787525783;923,5568;36,70654;12;276,1225;False
26;19,0487480163574;5,60119155314789;922,6869;34,20923;12;272,3663;False
27;15,2433223724365;3,8333552283354;916,0768;34,98364;12;276,5215;False
28;17,0361347198486;5,85324006215014;922,7751;34,64185;12;275,7321;False
29;12,0369958877563;3,41453772229298;930,1385;37,08154;11;274,5139;False
30;32433810;1621697,15833079;1750;83,09033;11;275,1019;True
