Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1,21867923830603E+22;8,82442199753145E+20;19,39778;8,432466;14;427,9149;False
2;1,46794765002307E+24;8,29460466348216E+22;57,14134;10,89627;14;379,1889;False
3;6,67800554983374E+24;7,41159003071387E+23;68,25559;8,86351;14;377,4807;False
4;9,44558209242743E+24;9,71775969978475E+23;76,32188;9,970993;14;380,9762;False
5;4,8123050247529E+24;8,70766338844903E+23;91,2785;18,82996;14;376,5462;False
6;2,83035917135743E+24;4,49495946013843E+23;61,79947;9,953751;14;377,991;False
7;2,62685440250589E+25;2,09265336935551E+24;103,3016;12,84044;14;378,7353;False
8;1,13417061984022E+25;1,66400057466486E+24;91,88657;13,71085;14;377,9422;False
9;5,60586464336868E+24;1,22794886937256E+24;63,33515;8,081055;14;377,8166;False
10;8,38074667307631E+24;1,2768940892748E+24;63,24306;6,934662;14;377,8166;False
11;1,24745345870268E+25;1,42988172103666E+24;79,27095;9,645599;14;377,8166;False
12;1,93757636104357E+25;1,53241775567019E+24;96,0625;12,29507;14;377,669;False
13;8,10508025902105E+24;1,22079734222907E+24;95,33475;16,87399;14;377,1951;False
14;2,55397477543518E+25;2,26445671412904E+24;111,729;15,26862;14;377,24;False
15;4,34632701085369E+24;8,11648482492097E+23;65,19801;9,434479;14;376,6779;False
16;1,27074777653466E+25;1,58479624613134E+24;91,30418;12,92297;14;377,24;False
17;1,51842529168333E+25;2,16601294145399E+24;93,07578;12,651;14;378,9728;False
18;1,06834387478179E+25;1,76518896769827E+24;91,75671;13,93591;14;376,759;False
19;1,72182531761617E+25;2,72819389826407E+24;78,9953;8,454559;14;376,2131;False
20;1,32902784330038E+25;2,71110244067167E+24;77,35459;8,903564;14;376,2669;False
21;1,3275055257457E+25;1,91396686388813E+24;106,6833;17,74335;14;376,7719;False
22;8,58453304300535E+24;1,57783694212381E+24;73,30448;8,572021;13;374,9064;False
23;8,72968355459234E+24;2,37693335858721E+24;96,20837;15,2265;13;374,9064;False
24;7,38328971583667E+24;1,17661921635952E+24;76,19109;9,875854;13;375,9598;False
25;1,45851637741589E+25;2,23806512077802E+24;91,9809;11,41516;13;375,9598;False
26;1,01130850207244E+25;1,68530617388587E+24;79,02415;10,3418;14;376,9921;False
27;1,89602956641141E+25;2,21837265807023E+24;113,0567;17,51611;14;376,655;False
28;1,07542269752793E+25;8,06633806777783E+23;110,6249;20,84808;14;376,655;False
29;3,95419361932455E+24;9,14281313282893E+23;70,40253;11,5799;14;377,6782;False
30;5,66590706594635E+24;7,79285654239417E+23;85,02845;15,0318;14;374,9573;False
31;8,50782686946085E+24;1,72882585360389E+24;94,78693;16,30334;14;376,2692;False
32;1,55639168858293E+25;1,59321892611286E+24;109,2569;17,61255;14;377,6561;False
33;6,00365196195641E+24;6,76814482625634E+23;77,27489;11,90869;14;373,869;False
34;1,04581751796403E+25;1,5980682882611E+24;82,74215;11,15802;14;373,869;False
35;1,2045145113537E+25;2,10518927900916E+24;112,1309;20,35309;14;373,869;False
36;7,73793586464352E+24;1,18470859884505E+24;78,69446;11,25952;14;374,5163;False
37;2,50996522517703E+25;2,38099893436769E+24;107,377;13,98059;14;373,9468;False
38;9,45418058100879E+24;1,31171356221254E+24;82,4883;11,51147;14;373,703;False
39;6,10550508289864E+24;9,47569191442268E+23;79,51194;12,51086;14;372,0262;False
40;1,45103426272745E+25;1,64905389988479E+24;109,7668;17,95068;14;371,7852;False
41;5,2585308992048E+24;9,50864240681118E+23;79,02234;13,06982;14;371,7852;False
42;1,79672428670221E+25;1,80968677080237E+24;127,4657;22,95398;14;373,2739;False
43;5,39297480523926E+25;4,37901651175133E+24;124,7689;14,41223;14;373,2739;False
44;2,20841099636517E+25;3,84368242430918E+24;93,41644;10,87573;14;372,8353;False
45;4,32863917736039E+25;5,1227305203244E+24;112,8799;12,65466;14;373,2739;False
46;4,10265042155638E+25;4,82921052709959E+24;111,6037;12,60242;14;373,2739;False
47;2,69019567938469E+25;5,23089744687418E+24;101,132;11,96973;14;373,2739;False
48;3,37446104872928E+25;3,19423733947921E+24;100,3344;10,8219;14;373,2739;False
49;1,58237438877936E+25;2,89214741863634E+24;81,17917;9,159546;14;373,2777;False
50;2,40155578551454E+25;2,63516015263206E+24;91,14622;10,02173;14;373,2777;False
51;2,15740275140546E+25;3,24010901134214E+24;90,84958;10,35645;14;373,2777;False
52;2,35504370383849E+25;3,51519141948317E+24;91,72038;10,22925;14;373,2777;False
53;1,37914441876844E+25;2,38255249721915E+24;80,58471;9,491089;14;373,2777;False
54;8,61468194035082E+24;1,16695097244779E+24;91,4001;14,8551;14;373,2777;False
55;1,87604148157819E+25;2,18908625201984E+24;91,63471;11,11047;14;373,2777;False
56;5,42434868168338E+24;1,25025782501622E+24;79,33;13,07825;14;373,1563;False
57;9,04724540674276E+24;2,42884567171658E+24;95,02729;14,48059;13;371,725;False
58;1,8534314226592E+24;7,61856127529477E+23;65,16093;13,03467;14;374,0785;False
59;5,60774102311743E+24;1,59516276081441E+24;76,59802;10,90295;13;370,5101;False
60;9,34205838822502E+24;1,14661340680087E+24;93,0601;15,07458;14;375,5819;False
61;1,22690908924349E+25;1,65119303067113E+24;91,39587;13,01367;14;374,4359;False
62;1,39011596568273E+25;2,30099786700472E+24;91,01073;12,30579;14;374,6027;False
63;7,80733309230956E+24;1,27258860086748E+24;79,1312;10,34595;13;371,6223;False
64;2,58645464947866E+25;3,14637649858797E+24;108,466;12,82544;13;369,6071;False
65;6,27048930312939E+24;1,36435174285347E+24;75,81536;10,26306;13;371,7774;False
66;7,52640705035029E+24;1,38530875527617E+24;80,04583;9,702759;12;367,6003;False
67;8,08502691883067E+24;1,89605682577637E+24;83,47283;11,41235;13;370,7512;False
68;4,37427757512025E+24;1,00407129605109E+24;61,66212;7,525269;13;369,8303;False
69;1,07849834622577E+25;1,84685132627499E+24;78,53697;8,962158;13;369,4011;False
70;3,46943434117708E+25;4,32066819483364E+24;108,7344;11,62695;13;371,4686;False
71;2,66219536655521E+25;2,96432215512775E+24;93,16918;9,230225;13;370,3505;False
72;1,20155565360428E+25;2,21579401772144E+24;97,0276;13,52979;13;370,3505;False
73;1,37502295497377E+25;3,58972745563671E+24;93,52112;11,92798;13;371,485;False
74;1,6360408095601E+25;1,6689889762588E+24;95,67719;11,6897;13;370,3505;False
75;2,99798790528937E+25;5,35616533409497E+24;110,8163;12,71191;13;369,8351;False
76;2,99044641514343E+25;5,39683289186556E+24;122,9239;15,85498;13;369,8351;False
77;2,33461301243965E+25;2,49827989708343E+24;111,9638;14,26538;13;369,8351;False
78;4,61697700579633E+25;5,08662942105146E+24;123,915;13,68506;13;369,1311;False
79;5,42794176155248E+24;1,38001821359853E+24;79,72073;12,04468;13;370,9486;False
80;9,20600500377013E+24;1,55171696529873E+24;112,2417;18,78931;12;371,8695;False
81;5,19908338412351E+24;6,05902908304334E+23;94,23893;17,60596;13;370,976;False
82;1,41662762626546E+25;2,22076896658846E+24;96,40419;12,62354;13;372,5551;False
83;1,81394478346362E+25;3,38465754499245E+24;92,69624;10,58911;13;372,5551;False
84;8,60527928902E+24;1,88868372615244E+24;77,7014;9,614502;13;372,2917;False
85;1,24471434779203E+25;2,43023840934551E+24;125,2065;23,3894;13;373,5074;False
86;4,58741586783391E+24;1,39813772362151E+24;82,05028;13,86279;13;375,2374;False
87;1,47937272743423E+25;3,07004132595015E+24;96,09599;12,4082;13;374,5187;False
88;1,53625971914594E+25;2,31639409376503E+24;112,9531;17,41553;13;376,9158;False
89;3,57031497283017E+25;3,32531214729284E+24;108,856;12,72412;14;376,8677;False
90;2,84894928122024E+25;2,81998844868777E+24;106,8608;13,36865;14;378,3206;False
91;1,47487010779014E+25;1,79155632794661E+24;93,27591;12,86377;14;379,326;False
