Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;6,23809437057776E+23;3,77481816278992E+22;56,71739;11,70273;14;306,7433;False
2;4,02062783872376E+24;7,64187995219268E+23;92,06005;16,18568;14;307,4568;False
3;7,22654773144236E+24;8,07373366355389E+23;78,47452;9,136711;14;305,855;False
4;5,75279526575879E+24;7,51896053216959E+23;107,4538;19,78418;14;308,657;False
5;1,02975178738164E+25;1,6721320902966E+24;82,52072;8,964447;14;307,5327;False
6;3,15558795151348E+24;7,07804750434184E+23;77,71779;11,25502;13;306,0665;False
7;3,57738053697901E+24;5,89689508539767E+23;78,73373;11,06271;13;306,7967;False
8;3,84176388472943E+24;5,19588639357224E+23;80,24371;12,23517;14;307,4;False
9;1,45217539560967E+24;2,27047503982003E+23;69,11225;12,9505;14;307,8192;False
10;4,65496006241168E+24;6,56680452901938E+23;97,42114;17,35049;14;308,4371;False
11;2,12292209738288E+25;1,63605623422873E+24;109,7183;12,64117;14;310,3746;False
12;1,36032666455455E+25;1,91586976614326E+24;131,0937;21,8703;14;309,9335;False
13;6,70419819703615E+24;1,22317954131167E+24;111,904;20,46097;14;310,0705;False
14;5,30482703868304E+24;7,70385588278152E+23;94,58896;15,54276;14;309,7678;False
15;1,09604212217707E+25;1,02194039940659E+24;113,3682;17,38577;14;310,1421;False
16;2,61918199812311E+24;4,692813439517E+23;78,35446;13,45111;14;306,8441;False
17;3,51823306971929E+24;7,33333599264572E+23;79,37051;12,33569;14;306,8441;False
18;7,36802388219417E+24;8,08023216724004E+23;92,5034;12,99371;14;308,4296;False
19;3,54053720091704E+24;6,91102025838002E+23;83,04928;13,68182;14;309,0075;False
20;1,70284165799777E+25;2,3218969280347E+24;138,6783;22,50769;14;308,3832;False
21;1,15582117424853E+24;3,94466482100708E+23;84,10786;21,99792;14;307,9453;False
22;8,57866986069367E+24;8,08136568995544E+23;82,35041;9,626465;14;309,718;False
23;5,05519705096632E+24;9,33804234217123E+23;96,72305;16,57648;14;309,042;False
24;9,71549081648869E+24;1,06578251553532E+24;112,7473;18,01141;14;310,3347;False
25;1,40772050059732E+25;2,22944420323478E+24;127,1654;20,17682;14;309,5276;False
26;6,14845486770976E+24;7,06628708502862E+23;108,6721;19,69434;14;307,8914;False
27;8,7910748953304E+24;1,34669124076876E+24;110,4977;17,76031;14;307,8914;False
28;1,01872017325695E+25;1,07047228445711E+24;112,7276;17,474;14;307,233;False
29;4,59754975962903E+24;1,41274733053123E+24;94,53513;16,30035;14;307,9435;False
30;3,22697281585347E+24;8,27714165673447E+23;99,39693;21,36523;14;313,1168;False
31;7,02337875097904E+24;1,13809935482046E+24;109,2909;18,9519;14;308,2633;False
32;7,55563303403132E+24;1,50748757721154E+24;109,3184;18,4502;14;308,5635;False
33;6,49373641159544E+24;1,48271418251569E+24;95,75042;14,55359;14;306,0367;False
34;5,93147965222877E+24;1,5627214194328E+24;77,94112;9,701294;14;306,0367;False
35;5,38735834812957E+24;1,36177783921783E+24;111,3099;21,86572;14;307,8232;False
36;3,71197489926982E+24;9,06798793199328E+23;69,41857;9,094238;14;307,5547;False
37;1,35190030715383E+25;1,80652837100728E+24;126,6082;20,05615;14;306,2996;False
38;5,51011393595033E+24;1,52107952569095E+24;82,424;11,34546;14;308,6487;False
39;7,24919226271434E+24;2,00732372849359E+24;93,55875;13,39868;14;308,4848;False
40;6,33014837930677E+24;1,44632378938241E+24;94,59802;14,60828;14;311,3948;False
41;7,04687125601766E+24;1,69328879215186E+24;84,61726;10,93933;14;308,7739;False
42;8,81218200577599E+24;1,31219708519859E+24;110,9913;18,11511;14;310,8394;False
43;5,92147978755857E+24;1,25435815018528E+24;112,1288;19,47058;13;306,0355;False
44;7,11915885789575E+24;1,87963876645827E+24;124,7952;25,35999;14;309,9259;False
45;3,53950418324891E+24;1,46120337242184E+24;95,0902;18,55237;14;311,4637;False
46;9,3392861884672E+24;1,56378272110461E+24;85,66891;10,19568;14;311,2266;False
47;1,24858159239494E+25;2,05034146544547E+24;103,888;13,78491;14;311,4143;False
48;5,75103302523899E+24;2,14500384839259E+24;84,80832;11,95325;14;310,6685;False
49;8,47666685995584E+24;1,63419018956603E+24;95,73401;13,3197;14;309,6708;False
50;1,3447616477816E+25;1,5521289776578E+24;109,1576;14,86951;14;310,9174;False
51;3,0522270974736E+25;2,69193640902381E+24;122,622;13,90222;14;308,946;False
52;2,12515230874139E+25;2,19521554634155E+24;123,1186;16,19226;14;311,291;False
53;1,72588152605368E+25;2,36269547768174E+24;93,44135;9,696289;14;309,5211;False
54;1,00177522473515E+25;2,30198179539513E+24;130,329;24,40771;14;310,5897;False
55;1,32960015353527E+25;2,79823042331851E+24;111,9053;15,72009;14;310,4167;False
56;1,52392242141729E+25;3,19950475146728E+24;123,1595;18,1637;14;307,9977;False
57;5,4423734564864E+24;1,05382969962292E+24;71,08473;8,253418;14;306,4376;False
58;7,62709110888685E+24;1,72057453840857E+24;94,33436;13,29675;14;306,8749;False
59;6,43847907443049E+25;5,36566461315174E+24;144,5089;14,77991;14;306,354;False
60;1,05896428188106E+25;2,79187998168532E+24;92,56809;11,26379;14;306,354;False
61;1,8698620528978E+25;3,28305610164961E+24;108,7076;12,8125;14;306,4545;False
62;1,74617813268153E+25;4,33697081781396E+24;93,83944;9,579224;14;304,8451;False
63;3,20030234033348E+25;5,48659637139156E+24;110,7142;10,91101;14;306,2474;False
64;7,54495698089866E+24;2,09674742864298E+24;79,04667;9,181885;14;307,3939;False
65;1,45161302932276E+25;2,13199000718722E+24;110,4614;13,27148;13;303,6648;False
66;3,27231704569143E+25;4,28542203214978E+24;130,0189;13,91382;13;304,8731;False
67;1,23092886536145E+25;3,384991722203E+24;101,6985;13,04688;14;307,3067;False
68;1,19951532841758E+25;2,4857556121362E+24;86,48072;9,315186;14;306,4063;False
69;1,58993271157926E+25;2,76982164040396E+24;100,942;11,72144;14;308,5243;False
70;1,85401756795214E+25;2,9938744119093E+24;110,7624;13,48755;14;308,7826;False
71;2,92164236559151E+25;4,45899022452284E+24;112,7493;11,86279;14;309,5703;False
72;1,89890691261046E+25;3,87318146682056E+24;130,6838;18,81299;14;305,827;False
73;7,76971556945725E+24;2,28105082296869E+24;82,76326;9,925781;14;305,0733;False
74;2,11645236306763E+25;2,21186092041606E+24;100,592;10,39258;14;306,5281;False
75;1,79417690663778E+25;3,60275696428035E+24;122,7998;15,58521;13;307,7995;False
76;2,18522090263721E+25;4,29351342268527E+24;108,7266;12,14575;14;307,5842;False
77;3,23540626372145E+25;6,21341331035757E+24;115,4233;11,05127;13;309,2518;False
78;1,94254868090864E+25;5,62920890869602E+24;107,7312;11,52734;13;309,2023;False
79;1,89632252376573E+25;4,32363649633769E+24;108,2323;11,70947;13;308,3674;False
80;1,82854849428602E+25;6,76692606781538E+24;97,80892;10,56323;14;312,541;False
81;2,24887346832225E+25;5,04129754536727E+24;94,75195;9,098145;14;310,6826;False
82;4,58156755820964E+25;6,80673767809416E+24;123,658;12,27979;14;311,1745;False
83;1,61496275273642E+25;2,23982262312695E+24;109,0212;13,94604;14;313,0225;False
84;2,1311117599987E+25;3,15846387564976E+24;100,8854;10,64307;14;312,1946;False
85;1,82216476791501E+25;4,40323631721051E+24;92,77631;9,477539;14;312,9528;False
86;1,86003800875705E+25;5,09215644356099E+24;93,2951;9,51709;14;312,9528;False
87;1,44031001747589E+25;4,36117042796309E+24;101,4086;11,29907;13;308,3573;False
88;1,78979200027931E+25;3,62290461931713E+24;102,5036;10,71704;13;309,6694;False
89;1,99493028596465E+25;5,53128506800977E+24;100,6088;10,7644;14;310,1605;False
90;2,93620883704931E+25;4,76125465168366E+24;139,2074;18,55957;14;310,353;False
91;7,99543396516843E+24;2,52780917315381E+24;84,51606;10,45093;14;309,9519;False
92;1,94408137475687E+25;3,91585280531165E+24;108,0454;12,66528;14;310,8412;False
93;9,87625880277708E+24;2,48626673034059E+24;93,7562;12,10742;14;311,5587;False
94;1,05947952250147E+25;3,14956686827009E+24;93,68703;10,85303;13;312,0138;False
95;1,63606813379976E+25;4,65694627380893E+24;100,7239;10,71582;13;310,6997;False
96;1,27026677768294E+25;2,74132610902892E+24;109,4535;13,96411;13;309,2139;False
97;5,59349725438876E+24;2,24607540456714E+24;92,77026;14,7644;14;312,7452;False
98;1,16231585490283E+25;2,19670696762423E+24;129,5234;22,78491;14;311,4497;False
99;7,68269247782877E+24;8,060496656336E+23;80,31123;8,809326;13;311,3488;False
100;6,81042204340235E+24;1,12925808357136E+24;92,9591;13,79175;14;313,6064;False
101;7,46513503698796E+24;1,35452984897583E+24;82,86851;10,42627;14;313,761;False
102;2,38686825729875E+25;2,01134256004486E+24;114,1969;12,20679;13;312,1413;False
103;7,1817613426744E+24;2,01325942731611E+24;81,98695;9,495117;13;313,1248;False
104;7,22236781452741E+24;1,78687909865906E+24;72,34096;7,912842;14;313,627;False
105;6,56209197468208E+24;1,83537708461897E+24;88,94832;12,77075;14;314,5778;False
106;1,93637432508287E+25;4,03742500742218E+24;107,4645;12,57861;14;311,696;False
107;1,17760128821091E+25;2,19745590865848E+24;92,65965;11,17993;14;314,6946;False
108;1,80142186537273E+25;3,18819235459026E+24;115,1249;12,41479;12;307,8301;False
109;1,55290767508816E+25;3,3490332296694E+24;107,1725;11,27808;12;307,8301;False
110;1,18849420587859E+25;3,10285027115438E+24;91,67237;9,873291;13;310,3001;False
111;1,94073813297781E+25;3,14562267332912E+24;107,6677;10,41675;12;305,7905;False
112;9,60283020936227E+24;2,77797747159741E+24;112,9673;16,90015;13;313,9;False
113;2,06619882052482E+25;3,75734678807748E+24;137,4047;16,80518;12;302,2508;False
114;1,18110616958492E+25;3,99230628784833E+24;110,3999;16,08081;14;312,2114;False
115;1,44416457994225E+25;2,81872002131009E+24;106,4375;11,37549;12;306,8096;False
116;1,67684408511394E+25;3,37166656945211E+24;121,4079;14,23755;12;307,323;False
117;7,35626062408267E+24;2,17552778652558E+24;81,88023;9,295898;13;310,459;False
118;3,49284141473221E+25;4,18155173485498E+24;122,5539;13,64624;14;318,1307;False
119;6,37378449828959E+25;5,56654482041832E+24;126,13;11,59741;14;317,4628;False
120;3,82362404836025E+25;5,66623373232167E+24;127,3708;13,12988;13;316,8779;False
121;1,16943768162109E+25;1,44475201686756E+24;80,0938;8,31958;14;317,4543;False
122;4,90031161607088E+25;6,07182329651827E+24;122,5011;11,92749;14;315,5222;False
123;8,34571630608034E+24;2,1818687378518E+24;93,87827;12,08008;13;315,7997;False
124;1,9455923936808E+25;3,56396375853642E+24;92,71452;9,346436;14;316,2474;False
125;1,78052550897818E+25;3,53404130609227E+24;109,441;14,00342;14;322,2083;False
126;2,49349758615812E+25;4,32033997526709E+24;94,12878;8,898926;14;319,1308;False
127;1,68059707519573E+25;3,04069556913071E+24;97,65425;10,96191;14;315,1323;False
128;2,14111565989418E+25;2,39283584002378E+24;110,7051;13,12622;14;316,5136;False
129;5,16353593183272E+24;1,2271080153171E+24;83,03874;12,29492;14;319,5599;False
130;1,61365983614407E+25;2,96927265382513E+24;94,4884;10,44995;14;317,037;False
131;3,35234870602382E+25;3,95481398945194E+24;122,7405;14,1377;14;323,0061;False
132;2,99154883868614E+25;5,16646299816572E+24;107,3899;11,03027;14;320,5287;False
133;1,77575518096072E+25;3,47616836655365E+24;93,04972;9,849121;14;319,4754;False
134;3,57781657189205E+25;5,92258326539394E+24;109,3181;10,79395;14;322,462;False
135;8,6666677474543E+24;2,09277758333265E+24;102,56;16,03564;14;322,3755;False
136;2,97265960333896E+25;4,55467155027786E+24;111,5793;11,83105;14;316,841;False
137;2,72718947170301E+25;3,40512240832603E+24;136,2688;18,62646;14;316,2072;False
138;1,06100045655035E+25;2,55572062397823E+24;86,46602;10,19336;14;319,0345;False
