Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;0,539041757583618;0,064399285223414;935,698;51,36066;12;407,8013;False
2;3,65896391868591;0,569291353673314;908,8013;36,57126;12;400,7213;False
3;6,4376277923584;0,693036459052436;648,3112;25,452;13;348,7379;False
4;5,51254558563232;1,07570187487529;659,4913;26,54199;13;349,4515;False
5;9,99686050415039;1,20742262245077;652,7809;25,19672;13;311,5328;False
6;11,0404605865479;2,77235368924982;653,1508;24,7619;13;312,4211;False
7;11,5712203979492;3,51250357667721;669,8448;26,04034;13;292,5083;False
8;9,68217849731445;2,54286037172886;807,9813;33,33215;11;275,6582;False
9;18,1794948577881;3,09768234124504;908,1218;33,81201;11;274,3082;False
10;12,7708578109741;3,16097196646207;914,3532;36,07117;11;274,8677;False
11;17,4227981567383;4,02083023412591;669,043;24,84265;12;279,733;False
12;16,6490726470947;7,07192031716274;911,242;34,32397;11;275,992;False
13;17,552173614502;5,08557983460487;921,219;34,39233;12;276,0449;False
14;14,7213649749756;3,58635727828294;933,1965;35,84949;12;276,4525;False
15;13,0500316619873;4,7827188005375;925,3435;35,84033;12;283,1057;False
16;15,7998342514038;4,83017562647876;909,9926;34,7522;11;273,2213;False
17;11,2532482147217;4,67527757446741;932,5797;37,10986;12;281,7901;False
18;22,4898834228516;3,54816994707452;913,29;32,86963;11;273,4746;False
19;40075048;2003755,66816012;1750;89,56689;12;275,6019;True
20;39800300;3692921,47565393;1750;89,34644;12;274,1326;True
21;40150444;5978522,01027704;1750;89,62207;12;272,3655;True
22;55235284;4446063,76198816;1750;100,3767;12;273,7404;True
23;42487656;2124385,98338671;1750;91,44116;12;273,1002;True
24;63377096;7884847,83769096;1750;105,4131;13;275,2138;True
25;59429724;5134465,14696419;1750;103,0266;13;275,0852;True
26;56733684;2836686,29665309;1750;101,3379;12;274,5266;True
27;59423184;2971161,38076766;1750;103,022;12;274,5249;True
28;3,49371981620789;1,33698449587039;927,233;45,40186;13;274,8525;False
29;68800528;5595629,36737794;1750;108,542;12;273,8578;True
30;18,6154117584229;3,01757509817614;916,2521;33,91748;11;275,3248;False
